name,content,category,labels
景德镇景德镇古窑民俗博览区民俗博览区,古⛩️窑民俗博览区，国家5A景区🇨🇳喜欢陶瓷文化的同学们可以去看👀啦！到那里可以学习陶瓷知识、亲手制作陶瓷、也可以去淘一下自己喜欢的陶瓷品！ 🏚️景区分为历代古窑展示区、陶瓷民俗展示区、水岸前街创意休憩区三大区域。 🚩历代古窑展示区内有古代制瓷作坊、世界上最古老制瓷生产作业线、清代镇窑、明代葫芦窑、元代馒头窑、宋代龙窑、风火仙师庙、瓷行等景点，明清时期景德镇手工制瓷的工艺过程以及传统名瓷精品。 🚩陶瓷民俗展示区有十二栋明、清时期古建筑，有陶瓷民俗陈列、天后宫、瓷碑长廊、水上舞台瓷乐演奏等景观。 🚩水岸前街创意休憩区内有昌南问瓷、昌南码头、耕且陶焉、前街今生、木瓷前缘等瓷文化创意休闲景观。 🚙自驾：1、高速路口景德镇西→迎宾大道→西客站右转→瓷都大道→开门子大酒店斜对面→右转进入古窑民俗博览区。 🚗2、高速路口景德镇北→金岭大道→紫晶路→西山路→左转瓷都大道→开门子大酒店斜对面→左转进入古窑民俗博览区。,历史文化/建筑/交通,8|9|2
景德镇景德镇古窑民俗博览区民俗博览区,千万别来谁后悔，最差的5a景区没有之一。不如陶阳里一根。全城绿化几乎为零，全是老建筑，问题是无人打理。路上全程不是标语，就是商业因素推销这个推销那个的。,建筑,9
景德镇景德镇古窑民俗博览区民俗博览区,【景色】古香古色。 【趣味】带家人孩子出来看走不错的 【性价比】值得一去,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,票价优惠快捷，参观开眼界增长见识，瓷乐演奏真赞，注意关注表演时间。好评,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,适合带小朋友来这里，和小朋友正好一起做游戏，领略到不同时期的工艺品。,娱乐,6
景德镇景德镇古窑民俗博览区民俗博览区,地方挺大，对了解景德镇的陶瓷发展史帮助很大，里面的很多展品也不错,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,园区景色优美，环境好。,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,这里面有啥好玩的呀，热的鬼一样，所有的东西破烂的也没什么东西看不出来，还被骗了，里面买了一套瓷器。,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,"如果说「陶溪川创意广场」，代表着zui时尚的景德镇现在时，那么Ta就是一座生动的陶瓷历史博物馆，记录下千年瓷都过往的辉煌成就。

📍 「景德镇·古窑民俗博览区」
景区地址：瓷都大道古窑路1号
开放时间：08:00-17:30

📣 贴心提示：
1⃣️ 这里有非常多的展示和演出活动，入园时记得先根据时间表做好游览计划，才能不错过各种精彩。
2⃣️ 原价95元的成人门票，各大平台70+可以拿下，提前购票更划算。
3⃣️ 景区服务中心超级贴心哒，有hin舒适的休息区，还有箱包寄存区，wuli游客大包小包再多也不怕la～

🌳 主要看点：
⭐️历代古窑展示区域 - 从最早的宋代龙窑，到元代馒头窑、明代葫芦窑和清代镇窑，走看，满是时光流淌间历练出的艺术魅力。
⭐️瓷音水榭 - 所有的演出乐器均由陶瓷制作，是别样的柔美瓷体验。
⭐️手工制瓷作坊 - 汇聚了众多非遗传承人的真·宝藏作坊，工艺大师们用细致入微的现场演示，还原着古老却精美的制瓷技艺。

始于土，成于火，如果想要真正沉浸式体验陶瓷艺术的魅力，那就来「景德镇·古窑民俗博览区」8⃣️",门票/历史文化,1|8
景德镇景德镇古窑民俗博览区民俗博览区,古窑民俗博览区，我觉得是去景德镇必去的地方，它主要分历史古窑展示区和陶瓷民俗展示区两大块，你可以观看不同时代的古窑(这块很值得)，可以了解整个瓷器制作过程，作坊里还有很多非遗传人、国家级工艺师，值票价啊，五星推荐！,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,里面很大，有老艺人在制作各种瓷器，大小的陈列的很多，也有提供给小孩动手的地方，有拉坯，也有上釉，后续制作好以后，可以邮寄回家，挺好的。,娱乐,6
景德镇景德镇古窑民俗博览区民俗博览区,门票有点小贵，95不太值，里面说大不大，说小不小，没有请导游，走马观花看了下一个多小时就结束了,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,环境非常好，避开旅游高峰过来不仅可以欣赏到山上的自然景色更可以充分体验瓷器的完整制造工艺过程。,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,博物馆值得一看，周边很多作坊工作室可以体验，但是人真的超级多，尤其各种打卡拍照 如果是真心想看，了解陶瓷的建议上午去，拍照的人相对少一些,拍照,10
景德镇景德镇古窑民俗博览区民俗博览区,【景色】很喜欢 【趣味】很有意思 【性价比】还是很不错的,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,博物馆太漂亮了，无论白天还是夜晚，很出片，值得来打卡,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,景区漂亮，瓷器精美，服务态度好。我们开车去，停车位很多。非常好的旅游地。,停车,11
景德镇景德镇古窑民俗博览区民俗博览区,一定要和喜欢的人一起来这里看吧 很有历史文化 哈,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,景区环境不错，特别是为景德镇市政府点赞，大院免费停车，还有免费发放的瓶装水，这些细节让旅途的体验感很好，景区没有期望的好。,停车,11
景德镇景德镇古窑民俗博览区民俗博览区,景德镇是世界瓷都，有10多年的烧瓷历史,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,很差，取票排队40多分钟，没有任何工作人员指引，白的排队浪费时间，排到我了，才告知不能取票。售票处真是乱七八糟，太差劲了。进去非常失望，就一个公园，还5A？门票这么贵。吃相难看。刷身份证进去很难吗？一定要排队取票。太落后了。宣传中的表演，实际也是没有的。大家记得避坑！景德镇就是脏乱差！,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,"北看故宫 南访古窑 景德镇唯一5A景区
但我感觉现在年轻人可能更喜欢御窑厂、瓷宫之类拍照好看的网红景点，这些传统景点似乎没什么人去了……图1～9

天青色等烟雨，瑶里在等你…
景德镇郊外的世外桃源
周杰伦《青花瓷》描绘的地方
只可惜去的那天是大晴天☀️图10～13

艺术浮梁会客厅
藏在茶园里的艺术展
花88元做了一次假文青图13-15",拍照,10
景德镇景德镇古窑民俗博览区民俗博览区,建筑复古风，在古风古色，商业比较发达,建筑,9
景德镇景德镇古窑民俗博览区民俗博览区,还不错 价格我觉得50符合 全票我觉得不太值得 如果想了解怎么制作陶瓷的人 哪可以,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,景区很大，有山有水，古窑区有仿制和复原的各个朝代的烧瓷器的窑，也就看，有很多工艺作坊，师傅基本都在闲着没有操作，很多卖瓷器的店价格虚高，民俗区有一个湖，中间有座山，有几个园子，基本半废弃状态。,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,先去的博物馆又来到这里，在博物馆听讲解有所了解，来这里再看实景，挺不错。,讲解,7
景德镇景德镇古窑民俗博览区民俗博览区,风景还是不错的，就是门票定价85元有点定高了，65比较适合。没有解说的话真的没啥趣味性可言，就是看个风景而已🤣,风景/门票,0|1
景德镇景德镇古窑民俗博览区民俗博览区,环境很好，有文化底蕴，很吸引人,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,【景色】可以了解当地的古窑历史,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,实在没地方去的话，可以来看，花个一百块看景德镇的古窑，也是一个5A级景区。就是没咋看明白，肯定需要一个导游讲解。给孩子买了一个文创护照，打卡用。,讲解/购物,7|5
景德镇景德镇古窑民俗博览区民俗博览区,景点算比较有当地特色吧，在里面看了几分钟的乐器表演，但是看过几个博物馆之后感觉这里性价比不高，可能是期望值有点高了吧，为了让小学生多学点东西还特意请了个导游，性价比也不高，景区停车五元一次,停车,11
景德镇景德镇古窑民俗博览区民俗博览区,景区很大 停车方便 环境也不错,停车,11
景德镇景德镇古窑民俗博览区民俗博览区,景点不错，单票价本身偏高了，遇到活动一张票送100消费券，可以40体验捏个瓷坯，120烧制好寄到家还行。,门票/娱乐,1|6
景德镇景德镇古窑民俗博览区民俗博览区,"冒雨来到景德镇，午饭后打车来了古窑民俗博览区，说是唯一的5A陶瓷景区。 门口工作人员说一个半小时就ok,结果我们走逛，遛了三个半小时，还只是看了8成景点。 个人很喜欢这里，空气新鲜，景色宜人，文化隽永。既长知识，又出片儿，工匠们的手艺令人折服。 个人建议，先看古窑这片，龍窑，葫芦窑，馒头窑，镇窑，很多我从来没听过的词儿，不要闷头逛，最好听导游讲解，没有的话多看景点的文字和视频资料。 大夫第和瓷音水榭这个方向？花时会少一些，但有位置闭塞的景点也值得一去，我们无意走到了一个200多年的徽宅，木雕的建筑非常有历史气息。 出来时，还遇到热情的景德镇人主动开车带了我们一程❤️ 就是蚊子多，咬了好几个包",风景/讲解/建筑,0|7|9
景德镇景德镇古窑民俗博览区民俗博览区,很值得去，不到100的票价，在5a景区里不高，重要的是他的内容很丰富，玩起来也是“走死你”的够久，里面其他地方看不到的好东西有好几个（集中的大师工坊，集中的古建筑群，集中的陶瓷景观小品）。总之是值回票价，来景德镇的话，还是一定要来打卡一下的,门票/建筑,1|9
景德镇景德镇古窑民俗博览区民俗博览区,感觉门票贵了点，成人五十块还差不多，一百块有点不值。,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,山高景美，有缆车，上去也要走，所有景点一天走不完，建议住上一晚，好感受,风景/住宿,0|4
景德镇景德镇古窑民俗博览区民俗博览区,历史悠久，兼顾知识性和观赏性，我已经这是第二次参观了，景德镇陶瓷的艺术和历史传承值得欣赏。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,环境挺好，设计也很新颖，适合拍照，很多穿旗袍的小姐在拍照，晚上门口还有卖手工小灯笼的，也不贵就10元一个，适合小朋友玩，有意思,拍照/购物,10|5
景德镇景德镇古窑民俗博览区民俗博览区,值得一去，对瓷器有了颠覆性认知，景德镇瓷器温润如玉。带小孩子去的意义很大，了解China的根源，了解国家非物质文化遗产，景德镇手工制瓷技艺，另外，景德镇这座城市非常漂亮,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,里面主要是古窑和一些古宅展览，还有就是一些瓷器及景德镇历史介绍。固定时间点有瓷乐器表演,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,真心大，环境很舒服，值得慢体会，可以体验制陶，去的时候人不多，带着老人家慢看，必须取票，而且只能是中间那台机才可取，里面卖吃的只有童宾广场才有，坐的地方不是很多，,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,看古窑，和民间手艺人画陶，其他的没什么好玩。交通不方便，出来打不到车，又没有公交。,交通,2
景德镇景德镇古窑民俗博览区民俗博览区,作为景德镇市最核心的5A景区，古窑民俗博览区是必去的，景区面积大，游览舒适度高，还有消费券送，可以用来买咖啡、买茶具器皿等,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,到景德镇值得一去且建议必去的景点，可以看到非遗传承人造瓷过程，可以了解不同时代的窑，可以感受瓷乐器的清脆动听。 唯一的缺点就是取票，只要是优惠票（我买的学生票），就只能在网上提前一个小时预定，我是硬等了一个小时再进去的。我也不理解提前一个小时的意义是什么，希望各位避坑。,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,"国家5A级旅游景区

从丽水游玩后，来到了景德镇，而古窑民俗博览区位于江西省景德镇市昌江区枫树山蟠龙岗，占地83公顷，是集文化博览、陶瓷体验、娱乐休闲为一体的文化旅游景区，是全国唯一家以陶瓷文化为主题的国家级旅游景区。",历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,不愧是景德镇的5A景区，从火车站对面的汽车东站公交站牌处坐33路公交到枫树山（古窑民俗区）下车，一眼就看到路边的墙上写有《北看故宫，南访古窑》的标语，顺着指示从探索古窑支路步行10分钟左右到达景区大门，网络购票到自助取票机取票。景区进去步行不远就看到窑神童宾的塑像，往前分两个大的游览区，往右一边是古窑展示区，狮子窑和镇窑属于清朝时期的风格，葫芦窑属于明朝时期的，馒头窑是元朝时期的，龙窑属于宋代时期的。左边大的景区有民俗展览，好大一片古建筑群。每天还有不同时间段的乐器表演，那些乐器全部是用陶瓷做的。整个景区很大，没有3个小时别想出来，慢品味可以在里面呆一天。景区里面可以买到陶瓷用品，不过比外面贵些。,交通/门票/建筑/购物,2|1|9|5
景德镇景德镇古窑民俗博览区民俗博览区,"关于景德镇给你的一些建议，希望能帮到你：
前言：
  想象中的景德镇很小，很复古，就像一个镇子那么大。去了后发现景德镇是一个市，也有做瓷器的古镇只是其中的一个景点。
路线：
  从婺源做高铁到景德镇，很快
Day1: 瓷器街——陶溪川
Day2: 中国陶瓷博物馆——古窑

陶溪川：
  强烈推荐晚上去，灯光很好看。这是一个艺术区，博物馆，陶器店，餐厅，酒店集合的一个综合型艺术园区。
  这里面的主体建筑应该算是景德镇的地标。里面的博物馆值得一看，是在原有的遗址上加以艺术性的修建，可以了解陶瓷的制作流程和发展。里面拍照也很好看。
  艺术区的最里面是一个大型的瓷器卖场，一个摊位的那种，价钱不贵。
  强烈推荐住在陶溪川里面的国贸酒店(价格400左右)，就在陶溪川园区里面，位置超级好，酒店拍照好看，周边都是吃的(胡桃里，深夜食堂等)，行程中可以有一天住在这里，直接逛陶溪川。
中国陶瓷博物馆：
  博物馆凭学生证和身份证是免费的，来到景德镇必打卡的博物馆。博物馆的一楼大厅有几个布展可以拍照，整个博物馆的藏品还是很多的。
推荐游览1.5小时左右
古窑：
  这里面的亮点是可以看到整个瓷器的制作流程，从拉胚到上色，都是一些老手艺人。还可以自己动手在拉好的碗胚上画图案，按大小不同收费，最大的100块一个碗，画完烧好后会给邮寄。
  来到景德镇了还是买一个瓷器作为纪念品比较好。
  景德镇门口的左手边有一个卖明信片的邮局，可以免费给印章图案，态度也很好，作为一个印章图案收集者卡了好几个戳。
陶艺街：
  踩雷，千万别去，就是一条卖瓷器的街很贵，还很远，想买瓷器在陶溪川或者古窑就可以了。
住宿：
  我是住在了市中心，离商场很近，陶舍艺术酒店(广场南路店200左右)去哪都挺方便，景德镇不大，景点都在市里，从酒店到各个景点10多块钱左右。",拍照/购物/住宿/餐饮服务,10|5|4|3
景德镇景德镇古窑民俗博览区民俗博览区,朝圣千年瓷都_景德镇。 景德镇民俗博览区，国家级A旅游景区，国家级非物质文化遗产，始建于五代，由宋，元，明，清发展而来，是世界上最古老的制瓷生产线。”古窑民俗博览区”位于景德镇市瓷都大道上，交通十分便利，乘公交车就可到达。 景区内，山清水秀，古园林，古建筑，古作坊，古窑，……仿佛在穿越历史，探索千年的窑火之谜，感受着世界瓷都历史文化的博大精深，更是景德镇旅游一定不可错过的地方。,历史文化/交通/建筑/风景,8|2|9|0
景德镇景德镇古窑民俗博览区民俗博览区,景德镇古窑民俗博览区，位于江西省景德镇市瓷都大道古窑路1号，是全国唯一家以陶瓷文化为主题的国家级旅游景区、国家A级旅游景区，国家文化产业示范基地，全国科普教育基地，国家级非物质文化遗产生产性保护示范基地。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,景德镇历史悠久，从唐朝便以烧窑文明，瓷器china更是名扬中外，市内公交非常便利，乘坐公交在枫树山下车，沿着小路拜访古窑，这里是全国的5a级景区，中国唯一以瓷器相关的展览景区。行走于此，处散发着瓷器的魅力，无论是建筑还是道路，亦或是装饰，都由碎瓷片点缀，各色的瓷片破碎又有新的形状和感觉，不得不说这里的一切都和瓷器有关，也使来往的游客对瓷器的形成到成品有了更为深刻的了解。园内的手工制作瓷器展览使人印象深刻，师傅们从拉胚，塑性，打磨，烧制，绘画全部手工完成，这里经常说的一句话就是“术业有专攻”，擅长雕刻的和绘画的都分开去做，各司其职，大家配合才是一件陶瓷成品。在这里你能看到各个朝代的瓷器，看到各个朝代的烧窑过程，无论是宋代的龙窑，元代的馒头窑还是清代的葫芦窑，在这里都能够看到，细品味，仿佛各朝各代的情况映入眼帘，穿梭历史只是行走片刻的功夫，来到这里我觉得不虚此行。希望对大家有用，也是我写的目的。,历史文化/交通,8|2
景德镇景德镇古窑民俗博览区民俗博览区,景德镇古窑民俗博览区，5A景区，由于我们是暑假去的，非周末，当天游客不多。古窑博览区很大，所有景点都以瓷器为主，就连垃圾桶都是陶瓷的，太漂亮，都不忍心丢垃圾了。陶瓷习俗展，通过栩如生的蜡像描述当年瓷器生产，售卖的情景。还有陶瓷做的各种物品，一副陶瓷象棋很精致。瓷器街，都是卖瓷器产品的地方，各种小玩意和盘子碗应有尽有，喜欢什么可以购买，当然要还价。瓷碑长廊，有图画展示瓷器的制作，碑文上全是陶瓷的书法作品。瓷器表演是必看项目，可惜只有20分钟左右，很精彩，意犹未尽啊。古窑博览区还有古窑的展示，葫芦窑，龙窑，馒头窑等古老烧制方法。很多手艺人现场表演陶瓷制作过程，游客也可以花10元钱DIY一个小陶瓷，当然主要是大师做，你只用做样子就行。小陶瓷晒一个小时后可以画图，上色，烤制，完成一件作品，我们时间不够，晒了一会就拿走了，争取下次来做一个完整的小陶瓷。风火仙师庙，一个受保护建筑，看来有些年头了，可以进去拜菩萨，保平安。古窑民俗博览区，慢逛差不多半天时间，看完景区，对瓷器也有了充分了解了。,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,景德镇的景点不多，大多景点都是跟陶瓷有关，如果要去参观的话，还是比较推荐古窑民俗博览区，毕竟也是景德镇唯一个5A级别的景点。门票95，可在旅游网站上提前购买，可优惠十元左右，在早上十点之前可订当天的票，有公交直达，比如：1路，6路，9路等，在枫树山下，下车就到。走进去，需要走一段路，大概十五分钟左右，两边都是树，感觉像走在树林里一样。景区门口换票很容易，可凭票免费寄存行李。景区内不容错过的一个是瓷器表演，大概20分钟左右，是由各种瓷器敲击出来的音乐，还是蛮好听的。另外，景区内有各种年代的窑，在那里，可以感受各个年代对陶瓷艺术的传承。还有手工艺人当场制作陶瓷，手艺真心不错，当然，你也可以自己做，收费会高点哦。,门票/交通/历史文化,1|2|8
景德镇景德镇古窑民俗博览区民俗博览区,就在伊龙宾馆边上，沿正门步行栈道进去，空气清新，边走边看陶瓷知识！景区票95，要提前四个小时预定可以享受85！携程预定还有活动，可惜自己前一个晚上懒了！景区内部各个馆值得一看，了解陶瓷历史，与老师傅互动学习！9:30音榭有陶瓷乐器演出,门票/历史文化,1|8
景德镇景德镇古窑民俗博览区民俗博览区,5A景区，虽然票价有点贵，但是绝对物超所值，里面的许多建筑很有年份。春节假日过去的，人也不是很多。一圈游玩下来两个半小时，第一次那么详细的了解了瓷器这个东西。景区进门的地方有点小，开车的话建议导航，要不然不太会注意到。推荐游玩，点赞。,门票/建筑,1|9
景德镇景德镇古窑民俗博览区民俗博览区,值得深读游，对于了解陶瓷历史文化有很大帮助，景德镇真的很适合陶瓷和茶爱好者游玩,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,还不错，拍照好地方，迷宫探险好地方,拍照,10
景德镇景德镇古窑民俗博览区民俗博览区,配得上5A景区称号，唐宋元明清时期的古窑全都有，买仿古瓷器首选之地。,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,了解窑洞历史及如何从泥料到成品的全过程，售卖的瓷器也是好看独特还不贵,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,展现陶瓷艺术，里面物件精美，琳琅满目，值得一看，小朋友还可有做手工。,娱乐,6
景德镇景德镇古窑民俗博览区民俗博览区,陶瓷文化宣传的不错 里面手艺人技艺精湛 喜爱瓷器的不容错过 各式各样都有,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,带孩子去看，去学习，涨见识，膜拜一下古人的聪明才智。必须承认中国人确实聪明。就是门票价格确实有点高了，里面景色还是不错的。,门票/风景,1|0
景德镇景德镇古窑民俗博览区民俗博览区,景德镇中国陶瓷博物馆，来景德镇必去的地方。这里可以完整了解景德镇的发展史，在这里可以看到各种各样的精品瓷器，甚至大量国宝级瓷器。有很多瓷器都是我以前闻所未闻，见所未见,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,想要了解瓷器的制作，这里一定要来感受一下，而且一定要有导游讲解哦,讲解,7
景德镇景德镇古窑民俗博览区民俗博览区,景点内容很充实，可惜参观时间短了，是一次很好体验中国陶瓷文化之旅,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,这里很有历史感，如里面的工人师傅所说，这里是国宝级的，值得一游。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,很值得的旅行，古老的制陶艺术，让孩子感受了拉坯，很有趣，请了导游小许，讲解的很好，100元一个多小时。印象最深刻是这里的三星级厕所，名字也取的雅致，名字叫舒园，真干净！大家可以感受下！,讲解,7
景德镇景德镇古窑民俗博览区民俗博览区,来景德镇必去的景点之一，可以买到非遗传承人亲手绘制的瓷器和杯子,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,里面的制瓷工艺展示挺有意义的，古窑的历史悠久，很有历史底蕴。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,带孩子游览，很有教育意义，学到了很多知识，了解的古窑的历史。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,"⛩️古窑民俗博览区，国家5A景区🇨🇳喜欢陶瓷文化的同学们可以去看👀啦！到那里可以学习陶瓷知识、亲手制作陶瓷、也可以去淘一下自己喜欢的陶瓷品！ 🏚️景区分为历代古窑展示区、陶瓷民俗展示区、水岸前街创意休憩区三大区域。
🚩历代古窑展示区内有古代制瓷作坊、世界上最古老制瓷生产作业线、清代镇窑、明代葫芦窑、元代馒头窑、宋代龙窑、风火仙师庙、瓷行等景点，明清时期景德镇手工制瓷的工艺过程以及传统名瓷精品。 🚩陶瓷民俗展示区有十二栋明、清时期古建筑，有陶瓷民俗陈列、天后宫、瓷碑长廊、水上舞台瓷乐演奏等景观。
🚩水岸前街创意休憩区内有昌南问瓷、昌南码头、耕且陶焉、前街今生、木瓷前缘等瓷文化创意休闲景观。",历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,太值得去了，如果能有导游或蹭听更有意义，惊叹于国人的智慧和才干，那么多精美的瓷器，看不过来啊，因为体力和时间、行程，只玩了不到3小时就依不舍的离开了，至于里面的瓷器，建议不要买，比外面贵很多，土豪除外！除了瓷器展示，还有不少古建筑，这都是我喜欢的，如果时间允许，可以在里面细品位一整天，但好像没看到里面有餐厅？也许是我漏过了！,购物/建筑/餐饮服务,5|9|3
景德镇景德镇古窑民俗博览区民俗博览区,细致的东西不了解 我只是进去照了一些像 第一次来欣赏这些瓷器 哈 只是觉得相对里面而言 门票有点贵95一张 就是进去看展览瓷器 看怎么制作的 看古老的窑。不过接触一些这种古老的文化也挺好的,门票/历史文化,1|8
景德镇景德镇古窑民俗博览区民俗博览区,听说这几天免门票，就过来看，确实挺值得去的 以后有荷花的话还要再来看 风景很好，也有很多陶瓷工艺品 话不多说，看图叭～,门票/风景,1|0
景德镇景德镇古窑民俗博览区民俗博览区,这里值得一去。在这里了解瓷器的发展史，也可以在专业人员指导下自己制作瓷器。感受制作瓷器的过程。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,景区优美，有一些展示区，知识、趣味性还不错，适合亲子游，但是票价过高，如果票价再低一些会更好。,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,还是值得一去的，有很多工艺制作很经典，适合大人和孩子一起去体验，但是各个景点的讲解牌或者具体信息应该配置更多一点，可以让大家都理解…,讲解,7
景德镇景德镇古窑民俗博览区民俗博览区,没有导游讲解单纯看个热闹，里面也不大，性价比不太高,讲解,7
景德镇景德镇古窑民俗博览区民俗博览区,网上购票必须提前1小时，价格少贵，有点不值这个价。,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,这里还是值得一去的，可以了解瓷器的制作过程，四周摆放着很多瓷器样品，可以了解瓷器的发展史。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,真的不愧为5A景区，很规范，服务也好，请了讲解员，了解了景德镇的发展史，了解了景德镇陶瓷的不同种类，看到了工匠们的精湛技术，收货满的，买的东西也是性价比特高，质量棒哒,讲解/历史文化/购物,7|8|5
景德镇景德镇古窑民俗博览区民俗博览区,我们真正的大头花在了，孩子画的两个小瓷瓶，一个150还包邮，明知道画的不太好，买一个人家工艺师做好的也就这个价，但没办法还是买了。园区一定要请导游，面积还是挺大的，有时间逛一天都可以,购物,5
景德镇景德镇古窑民俗博览区民俗博览区,动态展示了手工艺人的制作过程，建议进去参观要请个讲解，不然看个寂寞，能了解到从御窑、官窑、民窑的各个时代的历史变化，也是China（昌南）的典故,讲解/历史文化,7|8
景德镇景德镇古窑民俗博览区民俗博览区,这里值得一看，有制作瓷器的历史展示，有瓷器制作过程，还能在师傅的指导下制作瓷器带走。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,第一次来景德镇，第一个大家集体会见的地方。集中性展示了民窑的历史，还有当时宋明清三代遗留下来的，例如，清代景德镇居民建地镇窑，明代的葫芦窑，还有狮子窑。都很吸引我。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,设备很新，前台小林服务挺好的，价格经济实惠，房间干净，酒店位置在市中心，出行很方便,住宿,4
景德镇景德镇古窑民俗博览区民俗博览区,景德镇市的古窑民俗博览区里既有历史展览区，也有自娱自乐的动手学习区，性价比非常高。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,带着孩子来游玩，景区不大，几口古窑，剩下都是商业，中午饿了除了一家便利店，就完全没有吃的，便利店价格很贵，一碗西红柿炒鸡蛋的饭都要35。只有拉坯体验，还没开始就结束了，体验很差。北有故宫，南有古窑，看到就完全不值了。幸亏看完就去了中国陶瓷博物馆。虽然免票，但是整体的体验和收获是超值的。,餐饮服务,3
景德镇景德镇古窑民俗博览区民俗博览区,比较一般，一个小时就逛完了，除非瓷窑爱好者，否则没啥意思不值85这么贵的门票价格,门票,1
景德镇景德镇古窑民俗博览区民俗博览区,带孩子再次前往，东西多了不少，去的早，游人不多，请了个定点导游帮忙做了讲解，挺好,讲解,7
景德镇景德镇古窑民俗博览区民俗博览区,“共计一坯之力，过手七十二，方克成器。其中微细节目，尚不能尽也。” ～《天工开物·陶埏》 景德镇古窑始建于五代，在宋、元、明、清后不断发展壮大。历代古窑展示区内有古代制瓷作坊、世界上最古老制瓷生产作业线、清代镇窑、明代葫芦窑、元代馒头窑、宋代龙窑、风火仙师庙、瓷行等景点，明清时期景德镇手工制瓷的工艺过程以及传统名瓷精品。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,适合家庭亲子游，跟着历史的脚步去旅游。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,【景色】 【趣味】很有意义 【性价比】高,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,非常喜欢这里，独具风格的建筑更是让人留恋忘返，历史的厚重感与现代艺术完美结合,建筑/历史文化,9|8
景德镇景德镇古窑民俗博览区民俗博览区,【景色】古香古色。国色生香。 【趣味】值得带孩子一去学习。 【性价比】物美价廉,风景,0
景德镇景德镇古窑民俗博览区民俗博览区,这里是古窑民俗的一个集中展示地，里面可以看到很多古窑文化用品，非常长见识。,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,安徽景德镇市的古窑民俗博览区里显示了陶瓷的历史发展，非常值得出游的好去处！,历史文化,8
景德镇景德镇古窑民俗博览区民俗博览区,请了一个讲解员，100元，很值得，不愧为5A景区，很规范，了解一下景德镇的发展史，顺便也买到了心仪的陶瓷，性价比特高，比陶溪川夜市的便宜好多，质量有保证,讲解/购物,7|5
景德镇景德镇古窑民俗博览区民俗博览区,第一天的行程，网评还不错古窑景区，去的时候非周末也不是很多。跟着旅游团的导游，介绍瓷器的制作流程，穿越一个又一个手工作坊，让娃体验了拉坯，成型，自己动手制作120一个很开心，一个月后快递到家。,讲解/娱乐,7|6
景德镇景德镇古窑民俗博览区民俗博览区,能学到关于制陶的几个重要工艺，门票包含50元景区购物票，不推荐古窑咖啡，很多东西都没有，能买的只有几种，还很贵，一张60的券只能买一样东西，还不能退钱,门票/购物,1|5
景德镇景德镇古窑民俗博览区民俗博览区,讲解非常值得，园区非常推荐,讲解,7
